,external_id,name,is_string,is_step,description,metadata
2261,HPM2T243:good,HPM2T243 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2262,HPM2T243:status,HPM2T243 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2263,HPM2T243:planned_status,HPM2T243 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2264,HPP1T241:count,HPP1T241 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2265,HPP1T241:good,HPP1T241 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2266,HPP1T241:status,HPP1T241 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2267,HPP1T241:planned_status,HPP1T241 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2268,HPP1HE637:count,HPP1HE637 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2269,HPP1HE637:good,HPP1HE637 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2270,HPP1HE637:status,HPP1HE637 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2271,HPP1HE637:planned_status,HPP1HE637 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2272,HPP2T241:count,HPP2T241 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2273,HPP2T241:good,HPP2T241 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2274,HPP2T241:status,HPP2T241 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2275,HPP2T241:planned_status,HPP2T241 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2276,HPP2HE637:count,HPP2HE637 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2277,HPP2HE637:good,HPP2HE637 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2278,HPP2HE637:status,HPP2HE637 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2279,HPP2HE637:planned_status,HPP2HE637 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2280,HPA1T812:count,HPA1T812 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2281,HPA1T812:good,HPA1T812 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2282,HPA1T812:status,HPA1T812 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2283,HPA1T812:planned_status,HPA1T812 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2284,HPA2T812:count,HPA2T812 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2285,HPA2T812:good,HPA2T812 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2286,HPA2T812:status,HPA2T812 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2287,HPA2T812:planned_status,HPA2T812 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2288,HPF1CF331:count,HPF1CF331 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2289,HPF1CF331:good,HPF1CF331 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2290,HPF1CF331:status,HPF1CF331 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2291,HPF1CF331:planned_status,HPF1CF331 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2292,HPF1D232:count,HPF1D232 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2293,HPF1D232:good,HPF1D232 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2294,HPF1D232:status,HPF1D232 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2295,HPF1D232:planned_status,HPF1D232 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2296,HPF2CF331:count,HPF2CF331 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2297,HPF2CF331:good,HPF2CF331 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2298,HPF2CF331:status,HPF2CF331 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2299,HPF2CF331:planned_status,HPF2CF331 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2300,HPF2D232:count,HPF2D232 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2301,HPF2D232:good,HPF2D232 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2302,HPF2D232:status,HPF2D232 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2303,HPF2D232:planned_status,HPF2D232 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2304,HPF1CD474:count,HPF1CD474 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2305,HPF1CD474:good,HPF1CD474 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2306,HPF1CD474:status,HPF1CD474 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2307,HPF1CD474:planned_status,HPF1CD474 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2308,HPF1SD585:count,HPF1SD585 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2309,HPF1SD585:good,HPF1SD585 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2310,HPF1SD585:status,HPF1SD585 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2311,HPF1SD585:planned_status,HPF1SD585 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2312,HPF1CS463:count,HPF1CS463 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2313,HPF1CS463:good,HPF1CS463 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2314,HPF1CS463:status,HPF1CS463 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2315,HPF1CS463:planned_status,HPF1CS463 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2316,HPF1FV485:count,HPF1FV485 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2317,HPF1FV485:good,HPF1FV485 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2318,HPF1FV485:status,HPF1FV485 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2319,HPF1FV485:planned_status,HPF1FV485 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2320,HPF1WT265:count,HPF1WT265 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2321,HPF1WT265:good,HPF1WT265 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2322,HPF1WT265:status,HPF1WT265 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2323,HPF1WT265:planned_status,HPF1WT265 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2324,HPF1DT109:count,HPF1DT109 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2325,HPF1DT109:good,HPF1DT109 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2326,HPF1DT109:status,HPF1DT109 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2327,HPF1DT109:planned_status,HPF1DT109 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2328,HPF1LD988:count,HPF1LD988 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2329,HPF1LD988:good,HPF1LD988 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2330,HPF1LD988:status,HPF1LD988 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2331,HPF1LD988:planned_status,HPF1LD988 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2332,HPF1C370:count,HPF1C370 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2333,HPF1C370:good,HPF1C370 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2334,HPF1C370:status,HPF1C370 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2335,HPF1C370:planned_status,HPF1C370 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2336,HPF1C534:count,HPF1C534 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2337,HPF1C534:good,HPF1C534 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2338,HPF1C534:status,HPF1C534 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2339,HPF1C534:planned_status,HPF1C534 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2340,HPF1TS185:count,HPF1TS185 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2341,HPF1TS185:good,HPF1TS185 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2342,HPF1TS185:status,HPF1TS185 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2343,HPF1TS185:planned_status,HPF1TS185 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2344,HPF1W693:count,HPF1W693 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2345,HPF1W693:good,HPF1W693 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2346,HPF1W693:status,HPF1W693 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2347,HPF1W693:planned_status,HPF1W693 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2348,HPF1C927:count,HPF1C927 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2349,HPF1C927:good,HPF1C927 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2350,HPF1C927:status,HPF1C927 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2351,HPF1C927:planned_status,HPF1C927 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2352,HPF2CD474:count,HPF2CD474 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2353,HPF2CD474:good,HPF2CD474 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2354,HPF2CD474:status,HPF2CD474 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2355,HPF2CD474:planned_status,HPF2CD474 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2356,HPF2SD585:count,HPF2SD585 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2357,HPF2SD585:good,HPF2SD585 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2358,HPF2SD585:status,HPF2SD585 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2359,HPF2SD585:planned_status,HPF2SD585 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2360,HPF2CS463:count,HPF2CS463 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2361,HPF2CS463:good,HPF2CS463 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2362,HPF2CS463:status,HPF2CS463 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2363,HPF2CS463:planned_status,HPF2CS463 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2364,HPF2FV485:count,HPF2FV485 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2365,HPF2FV485:good,HPF2FV485 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2366,HPF2FV485:status,HPF2FV485 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2367,HPF2FV485:planned_status,HPF2FV485 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2368,HPF2WT265:count,HPF2WT265 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2369,HPF2WT265:good,HPF2WT265 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2370,HPF2WT265:status,HPF2WT265 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2371,HPF2WT265:planned_status,HPF2WT265 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2372,HPF2DT109:count,HPF2DT109 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2373,HPF2DT109:good,HPF2DT109 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2374,HPF2DT109:status,HPF2DT109 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2375,HPF2DT109:planned_status,HPF2DT109 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2376,HPF2LD988:count,HPF2LD988 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2377,HPF2LD988:good,HPF2LD988 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2378,HPF2LD988:status,HPF2LD988 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2379,HPF2LD988:planned_status,HPF2LD988 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2380,HPF2C370:count,HPF2C370 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2381,HPF2C370:good,HPF2C370 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2382,HPF2C370:status,HPF2C370 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2383,HPF2C370:planned_status,HPF2C370 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2384,HPF2C534:count,HPF2C534 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2385,HPF2C534:good,HPF2C534 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2386,HPF2C534:status,HPF2C534 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2387,HPF2C534:planned_status,HPF2C534 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2388,HPF2TS185:count,HPF2TS185 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2389,HPF2TS185:good,HPF2TS185 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2390,HPF2TS185:status,HPF2TS185 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2391,HPF2TS185:planned_status,HPF2TS185 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2392,HPF2W693:count,HPF2W693 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2393,HPF2W693:good,HPF2W693 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2394,HPF2W693:status,HPF2W693 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2395,HPF2W693:planned_status,HPF2W693 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2396,HPF2C927:count,HPF2C927 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2397,HPF2C927:good,HPF2C927 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2398,HPF2C927:status,HPF2C927 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2399,HPF2C927:planned_status,HPF2C927 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2400,HTTE981:count,HTTE981 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2401,HTTE981:good,HTTE981 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2402,HTTE981:status,HTTE981 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2403,HTTE981:planned_status,HTTE981 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2404,HPE1HT947:count,HPE1HT947 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2405,HPE1HT947:good,HPE1HT947 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2406,HPE1HT947:status,HPE1HT947 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2407,HPE1HT947:planned_status,HPE1HT947 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2408,HPE1W729:count,HPE1W729 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2409,HPE1W729:good,HPE1W729 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2410,HPE1W729:status,HPE1W729 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
2411,HPE1W729:planned_status,HPE1W729 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Hannover', 'src': 'opcua'}"
2412,HPE1C386:count,HPE1C386 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Hannover', 'src': 'opcua', 'cycle_time': 3.0}"
2413,HPE1C386:good,HPE1C386 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Hannover', 'src': 'opcua'}"
2414,HPE1C386:status,HPE1C386 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Hannover', 'src': 'opcua'}"
